k0_dd,k0_ud,k1_dd,k1_ud,k2_dd,k2_ud,k3_dd,k3_ud,k4_dd,k4_ud,k5_dd,k5_ud,k6_dd,k6_ud,k7_dd,k7_ud,k8_dd,k8_ud,k9_dd,k9_ud,k10_dd,k10_ud,k11_dd,k11_ud,k12_dd,k12_ud,k13_dd,k13_ud,k14_dd,k14_ud,k15_dd,k15_ud,k16_dd,k16_ud,k17_dd,k17_ud,k18_dd,k18_ud,k19_dd,k19_ud
0.06799999999998363,0.00000000000000000,0.07100000000002638,0.02799999999996317,0.07299999999997908,0.01100000000002410,0.15299999999996317,0.02800000000002001,0.08100000000001728,-0.06299999999998818,0.06299999999998818,-0.02800000000002001,0.06900000000001683,0.09800000000001319,0.07099999999996953,0.03399999999999181,0.07200000000000273,0.00700000000000500,0.06099999999997863,0.11000000000001364,0.16199999999997772,-0.14299999999997226,0.05999999999994543,0.01000000000004775,0.06000000000000227,0.03800000000001091,0.06200000000001182,0.01699999999999591,0.07000000000005002,0.01999999999998181,0.09400000000005093,-0.00500000000005230,0.06499999999999773,-0.04200000000003001,0.09600000000000364,0.01699999999999591,0.06800000000004047,0.26499999999998636,0.04500000000001592,0.02299999999996771
0.06299999999998818,0.00000000000000000,0.07299999999997908,0.02599999999995362,0.05999999999994543,0.00600000000008549,0.15499999999997272,0.01900000000000546,0.07899999999995089,-0.06499999999994088,0.06899999999995998,-0.02999999999997272,0.07699999999999818,0.09800000000007003,0.07900000000006457,0.03599999999994452,0.06399999999996453,0.01599999999996271,0.16800000000000637,0.02800000000002001,0.07899999999995089,-0.06799999999998363,0.07900000000006457,0.00999999999999091,0.06399999999996453,0.03300000000001546,0.07499999999993179,0.03300000000001546,0.07800000000008822,-0.00499999999999545,0.09299999999996089,-0.00400000000001910,0.06499999999994088,-0.04099999999993997,0.09699999999997999,0.04200000000003001,0.05700000000001637,-0.01900000000000546,0.06700000000000728,0.09699999999997999
0.07600000000002183,0.00000000000000000,0.08399999999994634,0.01800000000002910,0.07299999999997908,-0.00799999999992451,0.06699999999989359,0.10400000000004184,0.15600000000006276,-0.15499999999997272,0.07400000000006912,-0.02100000000007185,0.06799999999998363,0.08600000000001273,0.06700000000000728,0.03300000000001546,0.06499999999994088,-0.00300000000004275,0.14800000000002456,0.03100000000006276,0.06200000000001182,-0.06000000000005912,0.06499999999994088,0.00300000000004275,0.05900000000008276,0.06299999999998818,0.06000000000005912,0.03199999999992542,0.07900000000006457,0.01799999999991542,0.10700000000008458,0.01699999999993906,0.06700000000000728,-0.03200000000003911,0.09000000000003183,0.02400000000000091,0.05399999999997362,0.00000000000000000,0.07800000000008822,0.05999999999994543
0.05700000000001637,0.00000000000000000,0.08500000000003638,0.01800000000002910,0.04600000000004911,0.01099999999996726,0.15399999999999636,0.01400000000001000,0.07299999999997908,-0.07000000000005002,0.06799999999998363,-0.01599999999996271,0.05899999999996908,0.10099999999999909,0.04999999999995453,0.09300000000007458,0.07699999999999818,0.01499999999998636,0.14499999999998181,0.09600000000000364,0.07200000000000273,-0.06799999999998363,0.06500000000005457,0.01599999999996271,0.06499999999994088,0.05200000000002092,0.06399999999996453,0.02100000000007185,0.07100000000002638,0.02400000000000091,0.07500000000004547,0.06099999999992178,0.14800000000002456,-0.10699999999997090,0.09699999999997999,0.00299999999992906,0.05700000000001637,-0.02599999999995362,0.08199999999999363,0.08299999999996999
0.07899999999995089,0.00000000000000000,0.09699999999997999,0.05600000000004002,0.07600000000002183,0.05099999999993088,0.11000000000001364,0.08199999999999363,0.07899999999995089,-0.04899999999997817,0.04800000000000182,0.02400000000000091,0.08399999999994634,0.10800000000006094,0.07299999999997908,0.01800000000002910,0.06500000000005457,0.01900000000000546,0.06799999999998363,0.12099999999998090,0.17399999999997817,-0.17300000000000182,0.06799999999998363,0.00800000000003820,0.06700000000000728,0.05700000000001637,0.08699999999998909,-0.00800000000003820,0.07500000000004547,0.02499999999997726,0.10299999999995180,-0.00999999999999091,0.07200000000000273,-0.06099999999992178,0.07699999999999818,0.05799999999999272,0.05399999999997362,-0.01200000000005730,0.07699999999999818,0.05000000000006821
0.07100000000002638,0.00000000000000000,0.05799999999999272,0.02899999999999636,0.06399999999996453,0.01499999999998636,0.07399999999995543,0.09400000000005093,0.15399999999999636,-0.14599999999995816,0.05999999999994543,-0.02499999999997726,0.06600000000003092,0.10599999999999454,0.07399999999995543,0.01900000000000546,0.05899999999996908,0.02100000000007185,0.06399999999996453,0.10400000000004184,0.16700000000003001,-0.14600000000007185,0.07200000000000273,-0.00999999999999091,0.06299999999998818,0.05100000000004457,0.09100000000000819,0.00199999999995271,0.07499999999993179,0.02100000000007185,0.06899999999995998,0.03600000000005821,0.12199999999995725,-0.09600000000000364,0.08199999999999363,0.05400000000008731,0.09699999999997999,-0.03300000000001546,0.07000000000005002,0.12500000000000000
0.07299999999997908,0.00000000000000000,0.09699999999997999,0.03300000000001546,0.06200000000001182,-0.01199999999994361,0.06299999999998818,0.10399999999992815,0.14800000000002456,-0.13699999999994361,0.05900000000008276,-0.02600000000006730,0.07299999999997908,0.10399999999992815,0.07799999999997453,0.02500000000009095,0.05999999999994543,0.00999999999999091,0.14700000000004820,0.00999999999999091,0.06500000000005457,-0.05600000000004002,0.07200000000000273,0.00900000000001455,0.05399999999997362,0.04999999999995453,0.08199999999999363,0.00800000000003820,0.07899999999995089,0.01200000000005730,0.09900000000004638,-0.01700000000005275,0.06799999999998363,-0.03800000000001091,0.07899999999995089,0.03100000000006276,0.05399999999997362,0.00900000000001455,0.06300000000010186,0.02499999999997726
0.06499999999994088,0.00000000000000000,0.10599999999999454,0.03100000000006276,0.03899999999998727,-0.00800000000003820,0.07700000000011187,0.12599999999997635,0.15900000000010550,-0.15400000000011005,0.08299999999996999,-0.00800000000003820,0.10199999999997544,0.16200000000003456,0.06799999999998363,0.10500000000001819,0.05200000000002092,0.06399999999996453,0.03999999999996362,0.04700000000002547,0.07200000000000273,0.04300000000000637,0.07600000000002183,0.01700000000005275,0.06100000000003547,0.03599999999994452,0.08100000000001728,0.04800000000000182,0.07900000000006457,-0.02000000000009550,0.06799999999998363,0.07299999999997908,0.14700000000004820,-0.13800000000003365,0.10599999999999454,0.01800000000002910,0.05600000000004002,-0.01600000000007640,0.05699999999990268,0.10800000000006094
0.06900000000007367,0.00000000000000000,0.07200000000000273,0.02499999999997726,0.04300000000000637,0.00599999999997181,0.05399999999997362,0.11099999999999000,0.15399999999999636,-0.14399999999989177,0.07100000000002638,-0.02200000000004820,0.07600000000002183,0.08299999999996999,0.07699999999999818,0.02899999999999636,0.06899999999995998,-0.00099999999997635,0.06999999999993634,0.11000000000001364,0.15399999999999636,-0.14900000000000091,0.07999999999992724,-0.00899999999990087,0.06299999999998818,0.04100000000005366,0.07299999999997908,0.05799999999999272,0.07799999999997453,-0.03599999999994452,0.12600000000009004,0.00699999999994816,0.06799999999998363,-0.03700000000003456,0.09000000000003183,0.02499999999997726,0.05700000000001637,0.00099999999997635,0.07900000000006457,0.03499999999996817
0.07600000000002183,0.00000000000000000,0.08800000000007913,0.02499999999997726,0.06899999999995998,-0.02300000000002456,0.06700000000000728,0.09300000000007458,0.16000000000008185,-0.15000000000009095,0.06600000000003092,-0.01900000000000546,0.06700000000000728,0.09899999999993270,0.07799999999997453,0.05600000000004002,0.07299999999997908,0.00400000000001910,0.15099999999995362,0.04700000000002547,0.06400000000007822,-0.06200000000001182,0.07699999999999818,0.01799999999991542,0.06399999999996453,0.03100000000006276,0.07099999999991269,0.03600000000005821,0.06299999999998818,-0.00599999999997181,0.09699999999997999,0.01300000000003365,0.05899999999996908,-0.03999999999996362,0.07899999999995089,0.05600000000004002,0.04899999999997817,-0.00199999999995271,0.06200000000001182,0.12099999999998090
