k0_dd,k0_ud,k1_dd,k1_ud,k2_dd,k2_ud,k3_dd,k3_ud,k4_dd,k4_ud,k5_dd,k5_ud,k6_dd,k6_ud,k7_dd,k7_ud,k8_dd,k8_ud,k9_dd,k9_ud,k10_dd,k10_ud,k11_dd,k11_ud,k12_dd,k12_ud,k13_dd,k13_ud,k14_dd,k14_ud,k15_dd,k15_ud,k16_dd,k16_ud,k17_dd,k17_ud,k18_dd,k18_ud,k19_dd,k19_ud
0.06999999999999318,0.00000000000000000,0.08999999999997499,0.01800000000002910,0.05500000000000682,-0.00999999999999091,0.06900000000001683,0.09499999999997044,0.18000000000000682,-0.12999999999999545,0.08499999999997954,-0.05099999999998772,0.08699999999998909,0.08300000000002683,0.06599999999997408,0.28600000000000136,0.07500000000004547,-0.00200000000000955,0.06799999999998363,0.09600000000000364,0.16599999999999682,-0.15800000000001546,0.06499999999999773,0.01699999999999591,0.06099999999997863,0.02800000000002001,0.06599999999997408,0.02700000000004366,0.07100000000002638,-0.01100000000002410,0.07000000000005002,0.06599999999997408,0.15100000000001046,-0.13600000000002410,0.08800000000002228,-0.00100000000003320,0.05000000000001137,0.00599999999997181,0.04599999999999227,0.09800000000001319
0.06299999999998818,0.00000000000000000,0.05400000000003047,0.02899999999999636,0.07899999999995089,0.01600000000001955,0.10499999999996135,-0.03099999999994907,0.06000000000000227,0.11799999999999500,0.06099999999997863,0.00800000000003820,0.06099999999997863,0.10300000000000864,0.04599999999999227,0.04700000000002547,0.05399999999997362,0.01400000000001000,0.12100000000003774,0.00799999999998136,0.06300000000004502,-0.03700000000003456,0.06700000000000728,0.03299999999995862,0.05099999999998772,0.02000000000003865,0.06599999999997408,0.04599999999999227,0.06900000000001683,-0.01999999999998181,0.09399999999999409,-0.00200000000000955,0.06700000000000728,-0.01600000000001955,0.07599999999996498,0.01100000000002410,0.04500000000001592,0.02100000000001501,0.06599999999997408,0.02899999999999636
0.07099999999996953,0.00000000000000000,0.06799999999998363,0.03800000000001091,0.05900000000002592,-0.00299999999998590,0.12000000000000455,0.02099999999995816,0.06099999999997863,-0.03499999999996817,0.07900000000000773,0.27499999999997726,0.08199999999999363,0.11100000000004684,0.06400000000002137,0.02099999999995816,0.06899999999995998,0.01100000000002410,0.14499999999998181,0.01400000000001000,0.07099999999996953,-0.06599999999997408,0.06399999999996453,0.02700000000004366,0.05900000000002592,0.02600000000001046,0.08300000000002683,0.02499999999997726,0.07800000000003138,-0.02000000000003865,0.10199999999997544,-0.00999999999999091,0.07200000000000273,-0.03199999999998226,0.07300000000003593,0.02299999999996771,0.05500000000000682,0.01099999999996726,0.05099999999998772,0.05000000000001137
0.06499999999999773,0.00000000000000000,0.06800000000004047,0.01499999999998636,0.06399999999996453,0.01699999999999591,0.09800000000001319,-0.02199999999999136,0.06799999999998363,0.05500000000000682,0.06700000000000728,-0.00700000000000500,0.08199999999999363,0.08699999999998909,0.06299999999998818,0.02200000000004820,0.06600000000003092,0.02999999999997272,0.08600000000001273,0.02099999999995816,0.05399999999997362,0.02800000000002001,0.04899999999997817,0.03500000000002501,0.03699999999997772,0.06400000000002137,0.02699999999998681,0.05100000000004457,0.06499999999999773,0.06000000000000227,0.11099999999999000,0.13700000000000045,0.07200000000000273,-0.01100000000002410,0.06000000000000227,0.02199999999999136,0.05400000000003047,0.03100000000000591,0.05299999999999727,0.06999999999999318
0.06299999999998818,0.00000000000000000,0.07600000000002183,0.03399999999999181,0.07900000000000773,0.01299999999997681,0.08500000000003638,-0.03500000000002501,0.07699999999999818,0.04699999999996862,0.06000000000000227,-0.00299999999998590,0.07099999999996953,0.10000000000002274,0.06000000000000227,0.03199999999998226,0.06599999999997408,0.01800000000002910,0.08499999999997954,0.01300000000003365,0.06400000000002137,0.02400000000000091,0.06599999999997408,0.03199999999998226,0.04500000000001592,0.02100000000001501,0.06899999999995998,0.07400000000001228,0.07799999999997453,-0.03499999999996817,0.14900000000000091,0.01499999999998636,0.06900000000001683,-0.03600000000000136,0.09799999999995634,-0.00599999999997181,0.05299999999999727,0.02300000000002456,0.06999999999999318,0.05000000000001137
0.05900000000002592,0.00000000000000000,0.08400000000000318,0.01599999999996271,0.07200000000000273,0.01100000000002410,0.11500000000000909,0.01299999999997681,0.06299999999998818,-0.01799999999997226,0.06600000000003092,-0.00400000000001910,0.08699999999998909,0.09699999999997999,0.06400000000002137,0.00000000000000000,0.07499999999998863,0.04500000000001592,0.08100000000001728,0.01799999999997226,0.05799999999999272,0.07699999999999818,0.08599999999995589,0.00100000000003320,0.06900000000001683,0.03800000000001091,0.10099999999999909,0.02299999999996771,0.07799999999997453,-0.01299999999997681,0.09699999999997999,-0.01099999999996726,0.05900000000002592,-0.01400000000001000,0.08500000000003638,0.03199999999998226,0.06200000000001182,0.01399999999995316,0.06000000000000227,0.08899999999999864
0.07599999999996498,0.00000000000000000,0.08099999999996044,0.05600000000004002,0.07499999999998863,-0.01999999999998181,0.05500000000000682,0.10800000000000409,0.15100000000001046,-0.12200000000001410,0.06799999999998363,-0.02299999999996771,0.07499999999998863,0.09800000000001319,0.07100000000002638,0.01999999999998181,0.07699999999999818,0.01499999999998636,0.07400000000001228,0.13200000000000500,0.14799999999996771,-0.14400000000000546,0.07800000000003138,0.03399999999999181,0.05899999999996908,0.02800000000002001,0.09800000000001319,0.04899999999997817,0.09900000000004638,-0.05000000000001137,0.10200000000003229,0.07399999999995543,0.07100000000002638,0.01299999999997681,0.09100000000000819,0.01499999999998636,0.06499999999999773,0.00599999999997181,0.08899999999999864,0.04600000000004911
0.06599999999997408,0.00000000000000000,0.09499999999997044,0.01100000000002410,0.07999999999998408,-0.00099999999997635,0.11600000000004229,0.01499999999998636,0.06400000000002137,0.16899999999998272,0.05399999999997362,0.00000000000000000,0.07100000000002638,0.09899999999998954,0.06999999999999318,0.03600000000000136,0.07499999999998863,0.01299999999997681,0.06400000000002137,0.12700000000000955,0.15100000000001046,-0.14699999999999136,0.08400000000000318,0.04099999999999682,0.04900000000003502,0.00899999999995771,0.08600000000001273,0.06399999999996453,0.06999999999999318,-0.03800000000001091,0.12399999999996680,0.02200000000004820,0.06700000000000728,-0.00999999999999091,0.07799999999997453,0.02400000000000091,0.05799999999999272,0.02300000000002456,0.05099999999998772,0.07499999999998863
0.05899999999996908,0.00000000000000000,0.07999999999998408,0.03000000000002956,0.06900000000001683,0.00799999999998136,0.16399999999998727,0.00400000000001910,0.07100000000002638,-0.06700000000000728,0.05900000000002592,-0.02700000000004366,0.08099999999996044,0.10000000000002274,0.06700000000000728,0.02199999999999136,0.06299999999998818,0.03000000000002956,0.05099999999998772,0.42099999999999227,0.15100000000001046,-0.13999999999998636,0.06700000000000728,0.03899999999998727,0.05900000000002592,0.08699999999998909,0.06099999999997863,0.04300000000000637,0.05900000000002592,0.01999999999998181,0.10200000000003229,0.01499999999998636,0.05099999999998772,-0.01900000000000546,0.06900000000001683,0.07999999999998408,0.05000000000001137,0.06799999999998363,0.06599999999997408,0.09600000000000364
0.06499999999999773,0.00000000000000000,0.07900000000000773,0.06799999999998363,0.07200000000000273,0.08699999999998909,0.10900000000003729,0.04399999999998272,0.06100000000003547,0.01899999999994861,0.06400000000002137,0.00299999999998590,0.07699999999999818,0.10099999999999909,0.05599999999998317,0.02600000000001046,0.05899999999996908,0.01699999999999591,0.06400000000002137,0.10500000000001819,0.13499999999999091,-0.13100000000002865,0.08599999999995589,0.05800000000004957,0.08100000000001728,0.01100000000002410,0.07200000000000273,0.04599999999999227,0.07499999999998863,0.01999999999998181,0.12699999999995271,0.02500000000003411,0.05799999999999272,0.08500000000003638,0.09699999999997999,0.02199999999999136,0.05600000000004002,-0.00299999999998590,0.06499999999999773,0.05499999999994998
