k0_dwell,k0_flight,k1_dwell,k1_flight,k2_dwell,k2_flight,k3_dwell,k3_flight,k4_dwell,k4_flight,k5_dwell,k5_flight,k6_dwell,k6_flight,k7_dwell,k7_flight,k8_dwell,k8_flight,k9_dwell,k9_flight,k10_dwell,k10_flight,k11_dwell,k11_flight,k12_dwell,k12_flight,k13_dwell,k13_flight,k14_dwell,k14_flight,k15_dwell,k15_flight,k16_dwell,k16_flight,k17_dwell,k17_flight,k18_dwell,k18_flight,k19_dwell,k19_flight
0.11200000000000010,0.00000000000000000,0.07799999999999985,-0.04499999999999993,0.07200000000000006,0.36699999999999999,0.09600000000000009,0.10499999999999998,0.09699999999999998,-0.04800000000000004,0.07099999999999973,-0.02499999999999991,0.07099999999999973,0.09700000000000042,0.08899999999999952,0.01700000000000035,0.09400000000000031,0.00000000000000000,0.08200000000000074,0.01699999999999946,0.13399999999999945,0.00000000000000000,0.08799999999999919,-0.05699999999999950,0.07299999999999951,-0.06399999999999917,0.09900000000000020,0.08800000000000008,0.08300000000000018,0.00199999999999978,0.10400000000000009,0.00800000000000001,0.10299999999999976,-0.04800000000000004,0.07200000000000006,-0.01499999999999968,0.08000000000000007,0.00000000000000000,0.06300000000000061,0.05599999999999916
0.12700000000000067,0.00000000000000000,0.06400000000000006,-0.04800000000000004,0.09700000000000131,0.11899999999999977,0.11200000000000010,0.04699999999999882,0.09500000000000064,-0.04700000000000060,0.08799999999999919,-0.02399999999999913,0.08999999999999986,0.06400000000000006,0.07000000000000028,-0.00699999999999967,0.09500000000000064,0.02399999999999913,0.08100000000000129,-0.02400000000000091,0.15200000000000102,-0.02400000000000091,0.09699999999999953,-0.07300000000000040,0.07200000000000095,-0.03200000000000003,0.06299999999999883,0.08000000000000007,0.08099999999999952,0.00800000000000090,0.10300000000000153,0.05599999999999916,0.07899999999999885,-0.03800000000000026,0.07799999999999940,-0.01499999999999879,0.08099999999999952,0.02400000000000091,0.07899999999999885,0.03200000000000003
0.12800000000000011,0.00000000000000000,0.10399999999999920,-0.06400000000000006,0.08700000000000152,0.04800000000000004,0.09500000000000064,0.06599999999999895,0.10399999999999920,-0.00900000000000034,0.07099999999999973,-0.02299999999999969,0.08800000000000097,0.08000000000000007,0.07099999999999973,-0.00699999999999967,0.11200000000000010,0.00900000000000034,0.07300000000000040,-0.03300000000000125,0.14599999999999902,0.02400000000000091,0.09799999999999898,-0.09099999999999930,0.08099999999999952,-0.04199999999999982,0.09600000000000009,0.05600000000000094,0.09600000000000009,-0.00800000000000090,0.10400000000000098,0.00000000000000000,0.08000000000000007,-0.03300000000000125,0.07200000000000095,0.00900000000000034,0.08000000000000007,0.00000000000000000,0.09500000000000064,0.05599999999999916
0.12800000000000011,0.00000000000000000,0.08099999999999952,-0.05499999999999972,0.09499999999999886,0.11100000000000065,0.08699999999999974,0.05700000000000216,0.07999999999999829,0.03200000000000003,0.04800000000000182,0.00799999999999912,0.08799999999999741,0.10500000000000043,0.06499999999999773,-0.00899999999999679,0.09499999999999886,0.03200000000000003,0.14300000000000068,-0.00699999999999790,0.04700000000000060,0.00099999999999767,0.08699999999999974,-0.04700000000000060,0.08000000000000185,-0.05499999999999972,0.07999999999999829,0.05600000000000094,0.07999999999999829,0.03200000000000003,0.11199999999999832,0.08000000000000185,0.07300000000000040,-0.03999999999999915,0.04899999999999949,-0.01800000000000068,0.08000000000000185,0.03200000000000003,0.07399999999999807,0.02400000000000091
0.15200000000000102,0.00000000000000000,0.11200000000000188,-0.11200000000000188,0.08899999999999864,0.51899999999999835,0.08800000000000097,0.08800000000000097,0.08099999999999952,0.01500000000000057,0.08000000000000185,0.01599999999999824,0.08699999999999974,0.08800000000000097,0.03999999999999915,0.13700000000000045,0.07899999999999707,0.05600000000000094,0.09699999999999775,0.17600000000000193,0.10500000000000043,0.01500000000000057,0.11299999999999955,-0.07999999999999829,0.05399999999999849,0.00000000000000000,0.07300000000000040,0.06400000000000006,0.07100000000000151,-0.02400000000000091,0.07099999999999795,0.04100000000000037,0.08000000000000185,-0.03999999999999915,0.07300000000000040,-0.00700000000000145,0.06299999999999883,0.03900000000000148,0.09699999999999775,0.02400000000000091
0.13500000000000156,0.00000000000000000,0.11100000000000065,-0.07100000000000151,0.12099999999999866,0.00100000000000122,0.10200000000000031,0.06500000000000128,0.10399999999999920,-0.01600000000000179,0.07099999999999795,-0.02399999999999736,0.08800000000000097,0.09700000000000131,0.08699999999999974,-0.01600000000000179,0.10300000000000153,0.01699999999999946,0.08799999999999741,-0.03099999999999881,0.11899999999999977,0.00000000000000000,0.09600000000000009,-0.07099999999999795,0.07999999999999829,-0.04899999999999949,0.10399999999999920,0.05700000000000216,0.08800000000000097,-0.02500000000000213,0.10399999999999920,-0.00799999999999912,0.09700000000000131,-0.05600000000000094,0.04799999999999827,-0.00799999999999912,0.06400000000000006,0.02400000000000091,0.05600000000000094,0.11199999999999832
0.12800000000000011,0.00000000000000000,0.10400000000000276,-0.04900000000000304,0.13599999999999923,0.02499999999999858,0.05399999999999849,0.14100000000000179,0.05799999999999983,-0.00600000000000023,0.06500000000000128,0.02400000000000091,0.07699999999999818,0.08999999999999986,0.07199999999999918,0.00100000000000122,0.11299999999999955,0.00700000000000145,0.11399999999999721,-0.03999999999999915,0.11200000000000188,-0.02599999999999980,0.11500000000000199,-0.06800000000000139,0.07100000000000151,-0.06300000000000239,0.08000000000000185,0.03999999999999915,0.07199999999999918,0.03299999999999770,0.11200000000000188,0.00000000000000000,0.10399999999999920,-0.07200000000000273,0.07300000000000040,-0.00900000000000034,0.09700000000000131,0.00700000000000500,0.09099999999999397,0.06400000000000006
0.09600000000000364,0.00000000000000000,0.03999999999999915,-0.01700000000000301,0.04800000000000182,0.37700000000000244,0.12800000000000011,0.33599999999999852,0.08899999999999864,0.01500000000000057,0.07999999999999829,0.03900000000000148,0.07300000000000040,0.08800000000000097,0.04299999999999926,0.02400000000000091,0.09499999999999886,0.01299999999999812,0.10399999999999920,-0.03199999999999648,0.12899999999999778,-0.02400000000000091,0.08699999999999619,-0.07199999999999562,0.06499999999999773,-0.03199999999999648,0.08800000000000097,0.04699999999999704,0.07999999999999829,-0.03099999999999881,0.09500000000000597,0.00000000000000000,0.10399999999999920,-0.05600000000000449,0.07300000000000040,-0.03999999999999915,0.08800000000000097,0.03999999999999915,0.08800000000000097,0.00000000000000000
0.12599999999999767,0.00000000000000000,0.12800000000000011,-0.03999999999999915,0.09299999999999642,-0.02100000000000080,0.12199999999999989,0.04800000000000182,0.10399999999999920,-0.04999999999999716,0.06300000000000239,-0.02300000000000324,0.07800000000000296,0.08299999999999841,0.08000000000000540,0.00799999999999557,0.07999999999999829,0.00000000000000000,0.10999999999999943,-0.02199999999999847,0.12800000000000011,-0.03300000000000125,0.10399999999999920,-0.07999999999999829,0.07199999999999562,-0.03999999999999915,0.09599999999999653,0.05600000000000449,0.08800000000000097,-0.01599999999999824,0.11899999999999977,-0.03099999999999881,0.11399999999999721,-0.06400000000000006,0.09600000000000364,-0.05700000000000216,0.11899999999999977,0.00000000000000000,0.09500000000000597,0.01699999999999591
0.13499999999999801,0.00000000000000000,0.10499999999999687,-0.07999999999999829,0.12100000000000222,0.00000000000000000,0.12699999999999534,0.03900000000000148,0.14399999999999835,-0.04699999999999704,0.07099999999999795,-0.06400000000000006,0.08899999999999864,0.08000000000000540,0.08699999999999619,0.00000000000000000,0.08800000000000097,0.01700000000000301,0.10600000000000165,-0.04100000000000392,0.12800000000000011,-0.02499999999999858,0.10099999999999909,-0.07699999999999818,0.07200000000000273,-0.04100000000000392,0.08699999999999619,0.03300000000000125,0.06199999999999761,0.05000000000000426,0.12800000000000011,-0.01500000000000057,0.11899999999999977,-0.07000000000000028,0.07100000000000506,-0.04800000000000182,0.10300000000000153,0.00799999999999557,0.07300000000000040,0.04800000000000182
