k0_hold,k0_ud,k0_dd,k1_hold,k1_ud,k1_dd,k2_hold,k2_ud,k2_dd,k3_hold,k3_ud,k3_dd,k4_hold,k4_ud,k4_dd,k5_hold,k5_ud,k5_dd,k6_hold,k6_ud,k6_dd,k7_hold,k7_ud,k7_dd,k8_hold,k8_ud,k8_dd,k9_hold,k9_ud,k9_dd,k10_hold,k10_ud,k10_dd,k11_hold,k11_ud,k11_dd,k12_hold,k12_ud,k12_dd,k13_hold,k13_ud,k13_dd,k14_hold,k14_ud,k14_dd,k15_hold,k15_ud,k15_dd,k16_hold,k16_ud,k16_dd,k17_hold,k17_ud,k17_dd,k18_hold,k18_ud,k18_dd,k19_hold,k19_ud,k19_dd
0.0829930305480957,0.0,0.0,0.09899687767028809,0.014011144638061523,0.09700417518615723,0.11500716209411621,-0.04101204872131348,0.05798482894897461,0.09102797508239746,-0.02202916145324707,0.09297800064086914,0.14194607734680176,-0.04294395446777344,0.04808402061462402,0.09000396728515625,-0.0690159797668457,0.07293009757995605,0.10196518898010254,0.11402487754821777,0.20402884483337402,0.06299400329589844,-0.03398013114929199,0.06798505783081055,0.1080019474029541,0.049993038177490234,0.11298704147338867,0.1119849681854248,-0.04399895668029785,0.06400299072265625,0.041992902755737305,-0.027977943420410156,0.08400702476501465,0.07402205467224121,0.12598109245300293,0.16797399520874023,0.07700109481811523,-0.02701711654663086,0.04700493812561035,0.10105705261230469,0.022022008895874023,0.09902310371398926,0.08391380310058594,-0.021003007888793945,0.08005404472351074,0.06800699234008789,-0.011989831924438477,0.07192397117614746,0.05999398231506348,-0.01698613166809082,0.05102086067199707,0.0930171012878418,0.01197504997253418,0.07196903228759766,0.1009988784790039,-0.021996021270751953,0.07102108001708984,0.10499215126037598,-0.04398703575134277,0.05701184272766113
0.08597898483276367,0.0,0.0,0.08701801300048828,0.00999307632446289,0.09597206115722656,0.11599183082580566,-0.009985923767089844,0.07703208923339844,0.09399294853210449,-0.028992891311645508,0.08699893951416016,0.11799812316894531,-0.03799700736999512,0.055995941162109375,0.0870051383972168,-0.0489962100982666,0.06900191307067871,0.08699512481689453,0.10899496078491211,0.1960000991821289,0.07202291488647461,-0.024999141693115234,0.0619959831237793,0.09801411628723145,0.03997206687927246,0.11199498176574707,0.07498502731323242,-0.05400204658508301,0.04401206970214844,0.05001997947692871,-0.0070149898529052734,0.06797003746032715,0.0820169448852539,0.12999606132507324,0.18001604080200195,0.08000302314758301,-0.03801107406616211,0.0440058708190918,0.1010901927947998,0.00898289680480957,0.08898591995239258,0.07492280006408691,0.0,0.1010901927947998,0.0959939956665039,-0.02899789810180664,0.04592490196228027,0.07997989654541016,-0.027987003326416016,0.06800699234008789,0.09798908233642578,0.0,0.07997989654541016,0.09201192855834961,-0.01599287986755371,0.08199620246887207,0.0999910831451416,-0.03099799156188965,0.06101393699645996
0.07100796699523926,0.0,0.0,0.09500002861022949,0.008975982666015625,0.07998394966125488,0.07699704170227051,-0.0029909610748291016,0.09200906753540039,0.13802409172058105,0.005993843078613281,0.08299088478088379,0.1309051513671875,-0.07791805267333984,0.06010603904724121,0.06599617004394531,-0.016991138458251953,0.11391401290893555,0.08598613739013672,0.11000680923461914,0.17600297927856445,0.0799870491027832,-0.0349881649017334,0.05099797248840332,0.10399603843688965,0.047007083892822266,0.12699413299560547,0.07899713516235352,-0.0610051155090332,0.042990922927856445,0.04301810264587402,-0.007006168365478516,0.071990966796875,0.07698297500610352,0.13109803199768066,0.1741161346435547,0.08295702934265137,-0.029011011123657227,0.04797196388244629,0.08796405792236328,0.012029886245727539,0.0949869155883789,0.07104802131652832,0.008955955505371094,0.09692001342773438,0.05799102783203125,0.006958961486816406,0.07800698280334473,0.04699897766113281,-0.010979890823364258,0.04701113700866699,0.10802698135375977,0.012971878051757812,0.059970855712890625,0.10799598693847656,-0.03799891471862793,0.07002806663513184,0.10306978225708008,-0.037999868392944336,0.06999611854553223
0.08591508865356445,0.0,0.0,0.12305498123168945,-0.011981010437011719,0.07393407821655273,0.1419379711151123,-0.026978015899658203,0.09607696533203125,0.11594486236572266,-0.03497195243835449,0.10696601867675781,0.12500596046447754,-0.049942970275878906,0.06600189208984375,0.07099604606628418,-0.05300402641296387,0.07200193405151367,0.09199190139770508,0.10094904899597168,0.17194509506225586,0.07401084899902344,-0.03800082206726074,0.053991079330444336,0.10802292823791504,0.04604506492614746,0.1200559139251709,0.09499907493591309,-0.07801294326782227,0.030009984970092773,0.04298806190490723,-0.003002166748046875,0.09199690818786621,0.07492208480834961,0.1260380744934082,0.16902613639831543,0.09600496292114258,-0.026028156280517578,0.04889392852783203,0.11000704765319824,0.002994060516357422,0.0989990234375,0.07599878311157227,-0.002991914749145508,0.10701513290405273,0.08101105690002441,0.0029990673065185547,0.07899785041809082,0.08197402954101562,-0.031989097595214844,0.04902195930480957,0.10898900032043457,-0.017992019653320312,0.06398200988769531,0.09394001960754395,-0.014917850494384766,0.0940711498260498,0.10606002807617188,-0.03901314735412598,0.05492687225341797
0.08494114875793457,0.0,0.0,0.09998393058776855,-0.001981973648071289,0.08295917510986328,0.14499592781066895,-0.01997995376586914,0.08000397682189941,0.10899996757507324,-0.052001953125,0.09299397468566895,0.1400299072265625,-0.056027889251708984,0.05297207832336426,0.06999897956848145,-0.061022043228149414,0.07900786399841309,0.08300518989562988,0.11401796340942383,0.18401694297790527,0.0999910831451416,-0.024993181228637695,0.05801200866699219,0.1070098876953125,0.030991077423095703,0.1309821605682373,0.08299612998962402,-0.07000398635864258,0.03700590133666992,0.06699991226196289,-0.008996009826660156,0.07400012016296387,0.07399892807006836,0.13199901580810547,0.19899892807006836,0.07900094985961914,-0.03899884223937988,0.03500008583068848,0.11700606346130371,-0.0070040225982666016,0.07199692726135254,0.06801605224609375,0.001990795135498047,0.11899685859680176,0.07601189613342285,0.004979133605957031,0.07299518585205078,0.07100081443786621,-0.02599787712097168,0.05001401901245117,0.10693192481994629,-0.002937793731689453,0.06806302070617676,0.10502195358276367,-0.024012088775634766,0.08291983604431152,0.0799870491027832,-0.021008968353271484,0.08401298522949219
0.10199594497680664,0.0,0.0,0.11900806427001953,0.05098605155944824,0.15298199653625488,0.15800690650939941,0.01998591423034668,0.1389939785003662,0.09800910949707031,0.0,0.15800690650939941,0.1280059814453125,0.05998396873474121,0.15799307823181152,0.0499880313873291,-0.04300093650817871,0.08500504493713379,0.11501097679138184,0.11700201034545898,0.16699004173278809,0.09202909469604492,0.008984804153442383,0.12399578094482422,0.10502791404724121,0.0109710693359375,0.10300016403198242,0.08901000022888184,-0.04602503776550293,0.05900287628173828,0.04901003837585449,0.0009829998016357422,0.08999300003051758,0.06799077987670898,0.12700915336608887,0.17601919174194336,0.07403111457824707,-0.010987997055053711,0.05700278282165527,0.0800180435180664,0.013026952743530273,0.08705806732177734,0.07191991806030273,0.013988971710205078,0.09400701522827148,0.08500099182128906,-0.021981000900268555,0.04993891716003418,0.07798409461975098,-0.03200888633728027,0.05299210548400879,0.08600401878356934,0.005995988845825195,0.08398008346557617,0.10199999809265137,-0.01598215103149414,0.0700218677520752,0.11100506782531738,-0.0449979305267334,0.05700206756591797
0.08198189735412598,0.0,0.0,0.09998703002929688,-0.011989831924438477,0.0699920654296875,0.1209871768951416,-0.014982223510742188,0.08500480651855469,0.10499787330627441,-0.02798604965209961,0.09300112724304199,0.13699913024902344,-0.07401800155639648,0.03097987174987793,0.06100893020629883,-0.04000401496887207,0.09699511528015137,0.08000802993774414,0.11099410057067871,0.17200303077697754,0.08198690414428711,-0.032000064849853516,0.048007965087890625,0.10402297973632812,0.03899407386779785,0.12098097801208496,0.08399295806884766,-0.0680088996887207,0.03601408004760742,0.046009063720703125,-0.008001089096069336,0.07599186897277832,0.07499003410339355,0.12100601196289062,0.16701507568359375,0.08199286460876465,-0.03698897361755371,0.038001060485839844,0.10399580001831055,0.0059871673583984375,0.08798003196716309,0.06899785995483398,-0.0029838085174560547,0.10101199150085449,0.08500385284423828,-0.01099085807800293,0.058007001876831055,0.09008193016052246,-0.014010906219482422,0.07099294662475586,0.07892894744873047,-0.03300786018371582,0.05707406997680664,0.0850059986114502,0.0409998893737793,0.11992883682250977,0.07599902153015137,-0.055006980895996094,0.0299990177154541
0.07196688652038574,0.0,0.0,0.09097099304199219,0.0020949840545654297,0.07406187057495117,0.0839991569519043,-0.010987997055053711,0.07998299598693848,0.08693790435791016,0.003993034362792969,0.08799219131469727,0.14492297172546387,-0.05689597129821777,0.030041933059692383,0.08798599243164062,-0.06203293800354004,0.08289003372192383,0.10001587867736816,0.09600496292114258,0.1839909553527832,0.0820620059967041,-0.03299093246459961,0.06702494621276855,0.09199094772338867,0.041938066482543945,0.12400007247924805,0.10299897193908691,-0.0549929141998291,0.03699803352355957,0.07807683944702148,-0.030015945434570312,0.0729830265045166,0.07999420166015625,0.12801194190979004,0.20608878135681152,0.10204696655273438,-0.04406309127807617,0.03593111038208008,0.08895301818847656,0.039978981018066406,0.14202594757080078,0.08207893371582031,-0.013995885848999023,0.07495713233947754,0.07893896102905273,-0.013010025024414062,0.06906890869140625,0.07500696182250977,-0.02400493621826172,0.054934024810791016,0.09200286865234375,0.0009720325469970703,0.07597899436950684,0.08898282051086426,-0.01098179817199707,0.08102107048034668,0.11000800132751465,-0.012989997863769531,0.07599282264709473
0.0909268856048584,0.0,0.0,0.10400700569152832,0.0009710788726806641,0.09189796447753906,0.14998507499694824,-0.013981103897094727,0.0900259017944336,0.09899210929870605,-0.03899407386779785,0.11099100112915039,0.13100504875183105,-0.03798699378967285,0.0610051155090332,0.07493901252746582,-0.05295395851135254,0.07805109024047852,0.10101890563964844,0.09399294853210449,0.1689319610595703,0.0809929370880127,-0.05099892616271973,0.05001997947692871,0.10901784896850586,0.04998207092285156,0.13097500801086426,0.09399604797363281,-0.07199883460998535,0.03701901435852051,0.09698820114135742,-0.031992197036743164,0.06200385093688965,0.09792709350585938,0.12307882308959961,0.22006702423095703,0.09307098388671875,-0.04799294471740723,0.04993414878845215,0.11198902130126953,0.003000974655151367,0.09607195854187012,0.07300209999084473,-0.004002094268798828,0.1079869270324707,0.07892417907714844,-0.0059871673583984375,0.06701493263244629,0.07091999053955078,-0.014940023422241211,0.06398415565490723,0.09398198127746582,-0.007986068725585938,0.06293392181396484,0.10897111892700195,-0.014961004257202148,0.07902097702026367,0.10503816604614258,-0.018983125686645508,0.08998799324035645
0.06298613548278809,0.0,0.0,0.10898399353027344,0.031009912490844727,0.09399604797363281,0.09000301361083984,-0.01799488067626953,0.0909891128540039,0.09894680976867676,-0.011008977890014648,0.0789940357208252,0.15800213813781738,-0.059947967529296875,0.03899884223937988,0.08200716972351074,-0.07001018524169922,0.08799195289611816,0.08890008926391602,0.10201692581176758,0.18402409553527832,0.09093999862670898,-0.015917062759399414,0.0729830265045166,0.07602500915527344,0.0590059757232666,0.14994597434997559,0.11801290512084961,-0.11404800415039062,-0.03802299499511719,0.07300901412963867,-0.019995927810668945,0.09801697731018066,0.07999897003173828,0.12197995185852051,0.19498896598815918,0.07799887657165527,-0.03499889373779297,0.04500007629394531,0.09503412246704102,0.03898811340332031,0.11698698997497559,0.07198095321655273,-0.017016172409057617,0.0780179500579834,0.08600592613220215,-0.01598381996154785,0.05599713325500488,0.06799912452697754,-0.027003049850463867,0.05900287628173828,0.09602093696594238,0.003980875015258789,0.07197999954223633,0.10298705101013184,-0.0209958553314209,0.07502508163452148,0.10106897354125977,-0.014995098114013672,0.08799195289611816
